NAP15;NAP40;NAP100;NAP600;LIB_NAP600;LIB_NAP100;LIB_NAP40;LIB_NAP15
U01;T01;01;01.00;Cultures générales;Agriculture;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;01;01.07;Cultures générales associées à d'autres activités agricoles;Agriculture;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;01;01.10;"Production de légumes frais, de fleurs; pépinières";Agriculture;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;01;01.16;Cultures fruitières;Agriculture;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;01;01.17;Viticulture;Agriculture;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;01;01.30;Vinification;Agriculture;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;01;01.50;Elevage de bovins;Agriculture;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;01;01.56;Elevage de bovins associé à d'autres activités agricoles;Agriculture;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;01;01.57;Elevage d'ovins, caprins, équins;Agriculture;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;01;01.60;Elevage de porcins;Agriculture;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;01;01.63;Aviculture;Agriculture;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;01;01.70;Productions agricoles diverses;Agriculture;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;01;01.74;Chasse et piégeage;Agriculture;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;01;01.80;Travaux agricoles à façon;Agriculture;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;01;01.90;Services effectués au profit de l'élevage;Agriculture;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;02;02.10;Sylviculture et services aux forêts;Sylviculture et exploitation forestière;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;02;02.20;Exploitation forestière;Sylviculture et exploitation forestière;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;03;03.10;Pêche en mer;Pêche;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;03;03.20;Conchyliculture;Pêche;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;03;03.30;Pisciculture et pêche en eau douce;Pêche;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U01;T01;03;03.40;Culture et récolte de produits marins divers;Pêche;Agriculture, sylviculture, pêche;Agriculture, sylviculture, pêche
U02;T02;35;35.01;Abattage du bétail;Industrie de la viande;Industries de la viande et du lait;Industries agricoles et alimentaires
U02;T02;35;35.04;Fabrication de charcuterie et de conserves de viandes;Industrie de la viande;Industries de la viande et du lait;Industries agricoles et alimentaires
U02;T02;35;35.05;Abattage de volaille;Industrie de la viande;Industries de la viande et du lait;Industries agricoles et alimentaires
U02;T02;36;36.10;Industrie laitière;Industrie laitière;Industries de la viande et du lait;Industries agricoles et alimentaires
U02;T02;36;36.20;Fabrication de crèmes glacées, glaces et sorbets;Industrie laitière;Industries de la viande et du lait;Industries agricoles et alimentaires
U02;T03;37;37.01;Conserverie de fruits et confitures;Fabrication de conserves;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;37;37.02;Conserverie de légumes;Fabrication de conserves;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;37;37.03;Conserverie de poissons;Fabrication de conserves;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;37;37.04;Préparation de plats cuisinés;Fabrication de conserves;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;38;38.10;Fabrication industrielle de pain et de pâtisserie fraîche;Boulangerie, pâtisserie;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;38;38.40;Boulangerie, pâtisserie;Boulangerie, pâtisserie;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;38;38.50;Pâtisserie;Boulangerie, pâtisserie;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;39;39.01;Meunerie;Travail du grain;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;39;39.02;Biscuiterie, biscotterie;Travail du grain;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;39;39.03;Semoulerie;Travail du grain;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;39;39.04;Fabrication de pâtes alimentaires et de couscous;Travail du grain;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;39;39.05;Transformation de céréales secondaires;Travail du grain;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;39;39.06;Malterie;Travail du grain;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;39;39.07;Fabrication de produits amylacés;Travail du grain;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;39;39.08;Fabrication d'aliments pour animaux;Travail du grain;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;40;40.11;Fabrication d'huiles et corps gras bruts;Fabrication de produits alimentaires divers;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;40;40.12;Fabrication d'huiles et corps gras raffinés et de margarine;Fabrication de produits alimentaires divers;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;40;40.21;Sucreries, raffineries de sucre;Fabrication de produits alimentaires divers;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;40;40.31;Chocolaterie, confiserie;Fabrication de produits alimentaires divers;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;40;40.32;Torréfaction et brûlerie de café, thé, chicorée et infusions, préparation d'épices et herbes aromatiques;Fabrication de produits alimentaires divers;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;40;40.33;Fabrication de condiments, vinaigre, sauces préparées;Fabrication de produits alimentaires divers;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;40;40.34;Fabrication d'aliments diététiques, aliments pour bébé, produits de régime;Fabrication de produits alimentaires divers;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;40;40.35;Fabrication d'entremets, desserts ménagers et petits déjeuners;Fabrication de produits alimentaires divers;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;40;40.36;Fabrication de bouillons et potages;Fabrication de produits alimentaires divers;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;40;40.37;Fabrication de produits alimentaires divers;Fabrication de produits alimentaires divers;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;41;41.01;Distillation d'alcool;Fabrication de boissons et alcools;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;41;41.02;Distillation d'eau de vie naturelle;Fabrication de boissons et alcools;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;41;41.03;Production de liqueurs et apéritifs alcoolisés autres qu'à base de vin;Fabrication de boissons et alcools;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;41;41.04;Production d'apéritifs à base de vin;Fabrication de boissons et alcools;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;41;41.05;Champagnisation;Fabrication de boissons et alcools;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;41;41.06;Brasserie;Fabrication de boissons et alcools;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;41;41.07;Cidrerie;Fabrication de boissons et alcools;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;41;41.08;Production de jus de fruits et de légumes;Fabrication de boissons et alcools;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;41;41.09;Fabrication de boissons non alcoolisées élaborées;Fabrication de boissons et alcools;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;41;41.10;Production d'eaux minérales naturelles;Fabrication de boissons et alcools;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U02;T03;42;42.01;Transformation du tabac;Transformation du tabac;Autres industries agricoles et alimentaires;Industries agricoles et alimentaires
U03;T04;04;04.11;Production de combustibles minéraux solides;Production de combustibles minéraux solides et cokéfaction;Production de combustibles minéraux solides et cokéfaction;Production et distribution d'énergie
U03;T04;04;04.21;Cokéfaction;Production de combustibles minéraux solides et cokéfaction;Production de combustibles minéraux solides et cokéfaction;Production et distribution d'énergie
U03;T05;05;05.11;Extraction de pétrole;Production de pétrole et de gaz naturel;Production de pétrole et de gaz naturel;Production et distribution d'énergie
U03;T05;05;05.21;Extraction de gaz naturel;Production de pétrole et de gaz naturel;Production de pétrole et de gaz naturel;Production et distribution d'énergie
U03;T05;05;05.31;Raffinage de pétrole;Production de pétrole et de gaz naturel;Production de pétrole et de gaz naturel;Production et distribution d'énergie
U03;T06;06;06.01;Production et distribution d'électricité;Production et distribution d'électricité;Production et distribution d'électricité, distribution de gaz et d'eau;Production et distribution d'énergie
U03;T06;07;07.01;Distribution de gaz;Distribution de gaz;Production et distribution d'électricité, distribution de gaz et d'eau;Production et distribution d'énergie
U03;T06;08;08.01;Production et distribution d'eau;Distribution d'eau et chauffage urbain;Production et distribution d'électricité, distribution de gaz et d'eau;Production et distribution d'énergie
U03;T06;08;08.02;Chauffage urbain et distribution d'énergies diverses;Distribution d'eau et chauffage urbain;Production et distribution d'électricité, distribution de gaz et d'eau;Production et distribution d'énergie
U04;T07;09;09.01;Extraction et préparation de minerai de fer;Extraction et préparation de minerai de fer;Production de minerais et de métaux ferreux, première transformation de l'acier;Industries des biens intermédiaires
U04;T07;10;10.01;Sidérurgie;Sidérurgie;Production de minerais et de métaux ferreux, première transformation de l'acier;Industries des biens intermédiaires
U04;T07;11;11.01;Tréfilage de l'acier et production des dérivés du fil d'acier;Première transformation de l'acier;Production de minerais et de métaux ferreux, première transformation de l'acier;Industries des biens intermédiaires
U04;T07;11;11.02;Laminage à froid du feuillard d'acier;Première transformation de l'acier;Production de minerais et de métaux ferreux, première transformation de l'acier;Industries des biens intermédiaires
U04;T07;11;11.03;Etirage et profilage des produits pleins en acier;Première transformation de l'acier;Production de minerais et de métaux ferreux, première transformation de l'acier;Industries des biens intermédiaires
U04;T07;11;11.04;Profilage des produits plats en acier;Première transformation de l'acier;Production de minerais et de métaux ferreux, première transformation de l'acier;Industries des biens intermédiaires
U04;T07;11;11.05;Fabrication de tubes d'acier;Première transformation de l'acier;Production de minerais et de métaux ferreux, première transformation de l'acier;Industries des biens intermédiaires
U04;T08;12;12.01;Extraction et préparation de bauxite;Extraction et préparation de minerais non ferreux;Production de minerais, métaux et demi-produits non ferreux;Industries des biens intermédiaires
U04;T08;12;12.02;Extraction et préparation de minerais de plomb, zinc et cuivre;Extraction et préparation de minerais non ferreux;Production de minerais, métaux et demi-produits non ferreux;Industries des biens intermédiaires
U04;T08;12;12.03;Extraction de minerais contenant des matières fissiles et fer;Extraction et préparation de minerais non ferreux;Production de minerais, métaux et demi-produits non ferreux;Industries des biens intermédiaires
U04;T08;12;12.04;Extraction et préparation d'autres minerais métalliques;Extraction et préparation de minerais non ferreux;Production de minerais, métaux et demi-produits non ferreux;Industries des biens intermédiaires
U04;T08;13;13.01;Métallurgie de l'aluminium et des autres métaux légers;Métallurgie et première transformation des métaux non ferreux;Production de minerais, métaux et demi-produits non ferreux;Industries des biens intermédiaires
U04;T08;13;13.02;Métallurgie du plomb, du zinc, du cadmium;Métallurgie et première transformation des métaux non ferreux;Production de minerais, métaux et demi-produits non ferreux;Industries des biens intermédiaires
U04;T08;13;13.03;Métallurgie des métaux précieux;Métallurgie et première transformation des métaux non ferreux;Production de minerais, métaux et demi-produits non ferreux;Industries des biens intermédiaires
U04;T08;13;13.04;Métallurgie des ferro-alliages;Métallurgie et première transformation des métaux non ferreux;Production de minerais, métaux et demi-produits non ferreux;Industries des biens intermédiaires
U04;T08;13;13.05;Production d'autres métaux non ferreux;Métallurgie et première transformation des métaux non ferreux;Production de minerais, métaux et demi-produits non ferreux;Industries des biens intermédiaires
U04;T08;13;13.10;Fabrication de demi-produits en aluminium et autres métaux légers;Métallurgie et première transformation des métaux non ferreux;Production de minerais, métaux et demi-produits non ferreux;Industries des biens intermédiaires
U04;T08;13;13.11;Fabrication de demi-produits en plomb, zinc et cadmium;Métallurgie et première transformation des métaux non ferreux;Production de minerais, métaux et demi-produits non ferreux;Industries des biens intermédiaires
U04;T08;13;13.12;Fabrication de demi-produits en cuivre;Métallurgie et première transformation des métaux non ferreux;Production de minerais, métaux et demi-produits non ferreux;Industries des biens intermédiaires
U04;T08;13;13.13;Fabrication de demi-produits en métaux précieux;Métallurgie et première transformation des métaux non ferreux;Production de minerais, métaux et demi-produits non ferreux;Industries des biens intermédiaires
U04;T08;13;13.14;Fabrication d'autres demi-produits non ferreux;Métallurgie et première transformation des métaux non ferreux;Production de minerais, métaux et demi-produits non ferreux;Industries des biens intermédiaires
U04;T08;13;13.15;Production et transformation de matières fissiles;Métallurgie et première transformation des métaux non ferreux;Production de minerais, métaux et demi-produits non ferreux;Industries des biens intermédiaires
U04;T08;13;13.16;Production et transformation de matières fertiles;Métallurgie et première transformation des métaux non ferreux;Production de minerais, métaux et demi-produits non ferreux;Industries des biens intermédiaires
U04;T09;14;14.01;"Production de sels (chlorure de sodium et sels divers) ; marais salants";Production de minéraux divers;Production de matériaux de construction et de minéraux divers;Industries des biens intermédiaires
U04;T09;14;14.02;Production de matériaux de carrière pour l'industrie;Production de minéraux divers;Production de matériaux de construction et de minéraux divers;Industries des biens intermédiaires
U04;T09;14;14.03;Production de minéraux divers : asphalte, talc etc..;Production de minéraux divers;Production de matériaux de construction et de minéraux divers;Industries des biens intermédiaires
U04;T09;15;15.01;Extraction de sables et graviers d'alluvions;Production de matériaux de construction et de céramique;Production de matériaux de construction et de minéraux divers;Industries des biens intermédiaires
U04;T09;15;15.02;Production de matériaux concassés de roche et de laitier;Production de matériaux de construction et de céramique;Production de matériaux de construction et de minéraux divers;Industries des biens intermédiaires
U04;T09;15;15.03;Production de pierres de construction;Production de matériaux de construction et de céramique;Production de matériaux de construction et de minéraux divers;Industries des biens intermédiaires
U04;T09;15;15.04;Extraction d'argiles, kaolin, terres réfractaires;Production de matériaux de construction et de céramique;Production de matériaux de construction et de minéraux divers;Industries des biens intermédiaires
U04;T09;15;15.05;Fabrication de plâtres et de produits en plâtre;Production de matériaux de construction et de céramique;Production de matériaux de construction et de minéraux divers;Industries des biens intermédiaires
U04;T09;15;15.06;Fabrication de chaux et ciments;Production de matériaux de construction et de céramique;Production de matériaux de construction et de minéraux divers;Industries des biens intermédiaires
U04;T09;15;15.07;Préparation et livraison de béton prêt à l'emploi;Production de matériaux de construction et de céramique;Production de matériaux de construction et de minéraux divers;Industries des biens intermédiaires
U04;T09;15;15.08;Fabrication de produits en béton;Production de matériaux de construction et de céramique;Production de matériaux de construction et de minéraux divers;Industries des biens intermédiaires
U04;T09;15;15.09;Fabrication de matériaux de construction divers;Production de matériaux de construction et de céramique;Production de matériaux de construction et de minéraux divers;Industries des biens intermédiaires
U04;T09;15;15.10;Fabrication de tuiles et briques;Production de matériaux de construction et de céramique;Production de matériaux de construction et de minéraux divers;Industries des biens intermédiaires
U04;T09;15;15.11;Fabrication de produits réfractaires;Production de matériaux de construction et de céramique;Production de matériaux de construction et de minéraux divers;Industries des biens intermédiaires
U04;T09;15;15.12;Fabrication de produits en grès, en faïence, en autres matières céramiques;Production de matériaux de construction et de céramique;Production de matériaux de construction et de minéraux divers;Industries des biens intermédiaires
U04;T09;15;15.13;Fabrication de vaisselle de ménage en céramique;Production de matériaux de construction et de céramique;Production de matériaux de construction et de minéraux divers;Industries des biens intermédiaires
U04;T10;16;16.01;Fabrication façonnage et transformation de verre plat, miroiterie;Industrie du verre;Industrie du verre;Industries des biens intermédiaires
U04;T10;16;16.02;Fabrication façonnage et transformation de verre creux mécanique, de verrerie de ménage;Industrie du verre;Industrie du verre;Industries des biens intermédiaires
U04;T10;16;16.03;Fabrication de verre à la main;Industrie du verre;Industrie du verre;Industries des biens intermédiaires
U04;T10;16;16.04;Fabrication de verre technique;Industrie du verre;Industrie du verre;Industries des biens intermédiaires
U04;T11;17;17.12;Industrie de l'acide sulfurique et des produits dérivés;Industrie chimique de base;Chimie de base, production de fils et de fibres artificiels synthétiques;Industries des biens intermédiaires
U04;T11;17;17.13;Fabrication de produits chimiques par électrolyse ou électrothermie;Industrie chimique de base;Chimie de base, production de fils et de fibres artificiels synthétiques;Industries des biens intermédiaires
U04;T11;17;17.14;Fabrication de gaz comprimés;Industrie chimique de base;Chimie de base, production de fils et de fibres artificiels synthétiques;Industries des biens intermédiaires
U04;T11;17;17.15;Fabrication d'opacifiants minéraux compositions et couleurs pour émaux;Industrie chimique de base;Chimie de base, production de fils et de fibres artificiels synthétiques;Industries des biens intermédiaires
U04;T11;17;17.16;Fabrication de produits divers de la chimie minérale;Industrie chimique de base;Chimie de base, production de fils et de fibres artificiels synthétiques;Industries des biens intermédiaires
U04;T11;17;17.17;Fabrication d'engrais azotés et autres produits azotés;Industrie chimique de base;Chimie de base, production de fils et de fibres artificiels synthétiques;Industries des biens intermédiaires
U04;T11;17;17.18;Fabrication d'engrais phosphatés;Industrie chimique de base;Chimie de base, production de fils et de fibres artificiels synthétiques;Industries des biens intermédiaires
U04;T11;17;17.19;Fabrication d'autres engrais;Industrie chimique de base;Chimie de base, production de fils et de fibres artificiels synthétiques;Industries des biens intermédiaires
U04;T11;17;17.21;Chimie organique de synthèse;Industrie chimique de base;Chimie de base, production de fils et de fibres artificiels synthétiques;Industries des biens intermédiaires
U04;T11;17;17.22;Fabrication de matières colorantes de synthèse;Industrie chimique de base;Chimie de base, production de fils et de fibres artificiels synthétiques;Industries des biens intermédiaires
U04;T11;17;17.23;"Traitement chimique des corps gras notamment stéarinerie et glycérinerie ; fabrication de produits de base pour détergents";Industrie chimique de base;Chimie de base, production de fils et de fibres artificiels synthétiques;Industries des biens intermédiaires
U04;T11;17;17.24;Fabrication de produits de base pour la pharmacie;Industrie chimique de base;Chimie de base, production de fils et de fibres artificiels synthétiques;Industries des biens intermédiaires
U04;T11;17;17.25;Fabrication de produits auxiliaires pour les industries textiles, du cuir et du caoutchouc, transformation de matières animales et végétales;Industrie chimique de base;Chimie de base, production de fils et de fibres artificiels synthétiques;Industries des biens intermédiaires
U04;T11;17;17.26;Fabrication et distillation de goudrons;Industrie chimique de base;Chimie de base, production de fils et de fibres artificiels synthétiques;Industries des biens intermédiaires
U04;T11;17;17.27;Fabrication de matières plastiques;Industrie chimique de base;Chimie de base, production de fils et de fibres artificiels synthétiques;Industries des biens intermédiaires
U04;T11;17;17.28;Fabrication de caoutchouc synthétique et autres élastomères;Industrie chimique de base;Chimie de base, production de fils et de fibres artificiels synthétiques;Industries des biens intermédiaires
U04;T11;17;17.29;Fabrication d'huiles essentielles, d'arômes naturels et synthétiques;Industrie chimique de base;Chimie de base, production de fils et de fibres artificiels synthétiques;Industries des biens intermédiaires
U04;T11;43;43.01;Production de fibres discontinues et de fils continus artificiels;Industrie des fils et fibres artificiels et synthétiques;Chimie de base, production de fils et de fibres artificiels synthétiques;Industries des biens intermédiaires
U04;T11;43;43.02;Production de fibres discontinues et de fils continus synthétiques;Industrie des fils et fibres artificiels et synthétiques;Chimie de base, production de fils et de fibres artificiels synthétiques;Industries des biens intermédiaires
U04;T13;20;20.01;Fonderie de métaux ferreux;Fonderie;Fonderie et travail des métaux;Industries des biens intermédiaires
U04;T13;20;20.02;Fonderie de métaux non ferreux;Fonderie;Fonderie et travail des métaux;Industries des biens intermédiaires
U04;T13;21;21.01;Forge, estampage, matriçage;Travail des métaux;Fonderie et travail des métaux;Industries des biens intermédiaires
U04;T13;21;21.02;Découpage, emboutissage;Travail des métaux;Fonderie et travail des métaux;Industries des biens intermédiaires
U04;T13;21;21.03;Traitement et revêtement des métaux;Travail des métaux;Fonderie et travail des métaux;Industries des biens intermédiaires
U04;T13;21;21.04;Décolletage;Travail des métaux;Fonderie et travail des métaux;Industries des biens intermédiaires
U04;T13;21;21.05;Boulonnerie, visserie;Travail des métaux;Fonderie et travail des métaux;Industries des biens intermédiaires
U04;T13;21;21.06;Construction métallique;Travail des métaux;Fonderie et travail des métaux;Industries des biens intermédiaires
U04;T13;21;21.07;Menuiserie métallique de bâtiment;Travail des métaux;Fonderie et travail des métaux;Industries des biens intermédiaires
U04;T13;21;21.08;Mécanique générale, fabrication de moules et modèles;Travail des métaux;Fonderie et travail des métaux;Industries des biens intermédiaires
U04;T13;21;21.09;Fabrication d'outillage à main, d'outillage électroportatif, d'outillage agricole;Travail des métaux;Fonderie et travail des métaux;Industries des biens intermédiaires
U04;T13;21;21.10;Fabrication de ressorts;Travail des métaux;Fonderie et travail des métaux;Industries des biens intermédiaires
U04;T13;21;21.11;Fabrication de quincaillerie;Travail des métaux;Fonderie et travail des métaux;Industries des biens intermédiaires
U04;T13;21;21.12;Ferblanterie, fabrication d'articles de ménage, de coutellerie;Travail des métaux;Fonderie et travail des métaux;Industries des biens intermédiaires
U04;T13;21;21.13;Fabrication de mobilier métallique;Travail des métaux;Fonderie et travail des métaux;Industries des biens intermédiaires
U04;T13;21;21.14;Fabrication de fûts et tonnelets métalliques, de boîtes et emballages métalliques fabrication de conditionnements métalliques;Travail des métaux;Fonderie et travail des métaux;Industries des biens intermédiaires
U04;T13;21;21.15;Fabrication de petits articles métalliques;Travail des métaux;Fonderie et travail des métaux;Industries des biens intermédiaires
U04;T13;21;21.16;Frittage des métaux, fabrication d'aimants permanents;Travail des métaux;Fonderie et travail des métaux;Industries des biens intermédiaires
U04;T13;21;21.17;Fabrication d'armes de chasse, de tir, de défense;Travail des métaux;Fonderie et travail des métaux;Industries des biens intermédiaires
U04;T21;50;50.01;Fabrication de pâtes à papier;Industrie du papier et du carton;Industries de papier et du carton;Industries des biens intermédiaires
U04;T21;50;50.02;Fabrication de papiers et de cartons;Industrie du papier et du carton;Industries de papier et du carton;Industries des biens intermédiaires
U04;T21;50;50.03;Fabrication d'articles de papeterie;Industrie du papier et du carton;Industries de papier et du carton;Industries des biens intermédiaires
U04;T21;50;50.04;Transformation du papier;Industrie du papier et du carton;Industries de papier et du carton;Industries des biens intermédiaires
U04;T21;50;50.06;Fabrication de carton ondulé et de produits en carton ondulé;Industrie du papier et du carton;Industries de papier et du carton;Industries des biens intermédiaires
U04;T21;50;50.07;Fabrication de cartonnages;Industrie du papier et du carton;Industries de papier et du carton;Industries des biens intermédiaires
U04;T23;52;52.01;Fabrication de pneumatiques et chambres à air;Industrie du caoutchouc;Industrie du caoutchouc, transformation des matières plastiques;Industries des biens intermédiaires
U04;T23;52;52.02;Rechapage et réparation industrielle de pneumatiques;Industrie du caoutchouc;Industrie du caoutchouc, transformation des matières plastiques;Industries des biens intermédiaires
U04;T23;52;52.03;Fabrication d'ouvrages en caoutchouc;Industrie du caoutchouc;Industrie du caoutchouc, transformation des matières plastiques;Industries des biens intermédiaires
U04;T23;52;52.04;Fabrication d'ouvrages en amiante;Industrie du caoutchouc;Industrie du caoutchouc, transformation des matières plastiques;Industries des biens intermédiaires
U04;T23;53;53.01;Fabrication de mélanges, plaques, feuilles, films, tubes, tuyaux et profilés;Transformation des matières plastiques;Industrie du caoutchouc, transformation des matières plastiques;Industries des biens intermédiaires
U04;T23;53;53.02;Fabrication de pièces diverses pour l'industrie;Transformation des matières plastiques;Industrie du caoutchouc, transformation des matières plastiques;Industries des biens intermédiaires
U04;T23;53;53.03;Fabrication d'emballages en matières plastiques;Transformation des matières plastiques;Industrie du caoutchouc, transformation des matières plastiques;Industries des biens intermédiaires
U04;T23;53;53.04;Fabrication d'éléments pour le bâtiment;Transformation des matières plastiques;Industrie du caoutchouc, transformation des matières plastiques;Industries des biens intermédiaires
U04;T23;53;53.05;Fabrication de produits de consommation divers;Transformation des matières plastiques;Industrie du caoutchouc, transformation des matières plastiques;Industries des biens intermédiaires
U04;T23;53;53.06;Fabrication de pellicules cellulosiques;Transformation des matières plastiques;Industrie du caoutchouc, transformation des matières plastiques;Industries des biens intermédiaires
U05;T14;22;22.01;Fabrication de tracteurs agricoles;Fabrication de machines agricoles;Construction mécanique;Industries des biens d'équipement
U05;T14;22;22.02;Fabrication d'autre matériel agricole;Fabrication de machines agricoles;Construction mécanique;Industries des biens d'équipement
U05;T14;23;23.01;Fabrication de machines-outils à métaux;Fabrication de machines-outils;Construction mécanique;Industries des biens d'équipement
U05;T14;23;23.02;Fabrication de machines à bois;Fabrication de machines-outils;Construction mécanique;Industries des biens d'équipement
U05;T14;23;23.03;Fabrication d'outillage, outils pour machines;Fabrication de machines-outils;Construction mécanique;Industries des biens d'équipement
U05;T14;23;23.04;Fabrication d'engrenages et organes de transmission;Fabrication de machines-outils;Construction mécanique;Industries des biens d'équipement
U05;T14;23;23.05;Fabrication de matériel de soudage;Fabrication de machines-outils;Construction mécanique;Industries des biens d'équipement
U05;T14;24;24.01;Robinetterie;Production d'équipement industriel;Construction mécanique;Industries des biens d'équipement
U05;T14;24;24.02;Fabrication et installation de fours;Production d'équipement industriel;Construction mécanique;Industries des biens d'équipement
U05;T14;24;24.03;Fabrication et installation de matériel aéraulique, thermique et frigorifique;Production d'équipement industriel;Construction mécanique;Industries des biens d'équipement
U05;T14;24;24.04;Fabrication de moteurs à combustion interne autres que pour l'automobile et l'aéronautique;Production d'équipement industriel;Construction mécanique;Industries des biens d'équipement
U05;T14;24;24.05;Fabrication de transmissions hydrauliques et pneumatiques;Production d'équipement industriel;Construction mécanique;Industries des biens d'équipement
U05;T14;24;24.06;Fabrication de pompes et compresseurs;Production d'équipement industriel;Construction mécanique;Industries des biens d'équipement
U05;T14;24;24.07;Fabrication de turbines thermiques et hydrauliques et d'équipements de barrages;Production d'équipement industriel;Construction mécanique;Industries des biens d'équipement
U05;T14;24;24.08;Chaudronnerie;Production d'équipement industriel;Construction mécanique;Industries des biens d'équipement
U05;T14;24;24.09;Fabrication de machines pour les industries alimentaires chimiques, plastiques et de machines à chaussures;Production d'équipement industriel;Construction mécanique;Industries des biens d'équipement
U05;T14;24;24.10;Fabrication de machines pour les industries textiles et de machines à coudre industrielles;Production d'équipement industriel;Construction mécanique;Industries des biens d'équipement
U05;T14;24;24.11;Fabrication de machines pour les industries du papier, du carton et des arts graphiques;Production d'équipement industriel;Construction mécanique;Industries des biens d'équipement
U05;T14;25;25.01;Fabrication de matériel de travaux publics;Fabrication de matériel de manutention, de matériel pour les mines, la sidérurgie, le génie civil;Construction mécanique;Industries des biens d'équipement
U05;T14;25;25.02;Fabrication de matériel pour la sidérurgie pour la fonderie, pour la préparation des matériaux, matériel fixe de chemin de fer;Fabrication de matériel de manutention, de matériel pour les mines, la sidérurgie, le génie civil;Construction mécanique;Industries des biens d'équipement
U05;T14;25;25.03;Fabrication de matériel de manutention et de levage;Fabrication de matériel de manutention, de matériel pour les mines, la sidérurgie, le génie civil;Construction mécanique;Industries des biens d'équipement
U05;T14;25;25.04;Fabrication de matériel de mines et de forage;Fabrication de matériel de manutention, de matériel pour les mines, la sidérurgie, le génie civil;Construction mécanique;Industries des biens d'équipement
U05;T14;34;34.01;Horlogerie;Fabrication d'instruments et matériels de précision;Construction mécanique;Industries des biens d'équipement
U05;T14;34;34.02;Fabrication d'appareils de pesage et de compteurs, d'instruments de métrologie;Fabrication d'instruments et matériels de précision;Construction mécanique;Industries des biens d'équipement
