NAP15;NAP40;NAP100;NAP600;LIB_NAP600;LIB_NAP100;LIB_NAP40;LIB_NAP15
U05;T14;34;34.03;Fabrication de lunettes pour la correction et la protection de la vue;Fabrication d'instruments et matériels de précision;Construction mécanique;Industries des biens d'équipement
U05;T14;34;34.04;Fabrication d'instruments d'optique et de précision;Fabrication d'instruments et matériels de précision;Construction mécanique;Industries des biens d'équipement
U05;T14;34;34.05;Fabrication de matériel photographique et cinématographique;Fabrication d'instruments et matériels de précision;Construction mécanique;Industries des biens d'équipement
U05;T14;34;34.06;Fabrication de matériel médico-chirurgical et de prothèses;Fabrication d'instruments et matériels de précision;Construction mécanique;Industries des biens d'équipement
U05;T14;34;34.07;Fabrication de roulements;Fabrication d'instruments et matériels de précision;Construction mécanique;Industries des biens d'équipement
U05;T15;27;27.01;Fabrication de matériel de traitement de l'information;Fabrication de machines de bureau et de matériel de traitement de l'information;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;27;27.02;Fabrication de machines de bureau;Fabrication de machines de bureau et de matériel de traitement de l'information;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;28;28.10;"Fabrication d'équipements de distribution, de commande à basse tension ; d'applications de l'électronique de puissance";Fabrication de matériel électrique;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;28;28.11;Fabrication de matériel électrique de grande puissance ou à haute tension;Fabrication de matériel électrique;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;28;28.12;"Fabrication d'appareillage industriel à basse tension, de relais ; de matériel de signalisation";Fabrication de matériel électrique;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;28;28.13;Fabrication de machines tournantes et transformateurs électriques de petite et moyenne puissance;Fabrication de matériel électrique;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;28;28.14;Fabrication d'isolateurs et pièces isolantes en verre et céramique;Fabrication de matériel électrique;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;28;28.15;Fabrication d'équipements d'automatisation de processus industriels;Fabrication de matériel électrique;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;28;28.16;Réparation de gros matériel électrique;Fabrication de matériel électrique;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;28;28.17;Fabrication de matériel d'éclairage;Fabrication de matériel électrique;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;28;28.18;Fabrication de fils et câbles isolés pour l'électricité;Fabrication de matériel électrique;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;28;28.19;Fabrication et installation d'ascenseurs, monte-charge et escaliers mécaniques;Fabrication de matériel électrique;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;28;28.21;Fabrication d'appareillage électrique d'installation;Fabrication de matériel électrique;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;28;28.22;Fabrication de piles électriques et appareils d'éclairage à bas voltage;Fabrication de matériel électrique;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;28;28.23;Fabrication d'accumulateurs;Fabrication de matériel électrique;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;28;28.24;Fabrication de lampes électriques;Fabrication de matériel électrique;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;29;29.11;Fabrication de matériel télégraphique et téléphonique;Fabrication de matériel électronique ménager et professionnel;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;29;29.12;Fabrication d'appareils de radiologie et d'électronique médicale;Fabrication de matériel électronique ménager et professionnel;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;29;29.13;Fabrication d'appareils de contrôle et de régulation spécifiquement conçus pour l'automatisme industriel, d'instruments et d'appareils électriques et électroniques de mesure;Fabrication de matériel électronique ménager et professionnel;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;29;29.14;Fabrication de matériel professionnel électronique et radioélectrique;Fabrication de matériel électronique ménager et professionnel;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;29;29.15;Fabrication de composants passifs et de condensateurs fixes;Fabrication de matériel électronique ménager et professionnel;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;29;29.16;Fabrication de tubes électroniques et de semi-conducteurs;Fabrication de matériel électronique ménager et professionnel;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;29;29.21;Fabrication d'appareils radiorécepteur et de téléviseurs;Fabrication de matériel électronique ménager et professionnel;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;29;29.22;Fabrication d'appareils d'enregistrement et de reproduction du son et de l'image et de supports d'enregistrement;Fabrication de matériel électronique ménager et professionnel;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;30;30.01;Fabrication d'appareils frigorifiques domestiques, de machines à laver le linge et à laver la vaisselle;Fabrication d'équipement ménager;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;30;30.02;Fabrication d'appareils ménagers de cuisine, de chauffage de l'eau et de chauffage de l'air non électriques;Fabrication d'équipement ménager;Construction électrique et électronique;Industries des biens d'équipement
U05;T15;30;30.03;Fabrication d'autres appareils d'équipement ménager;Fabrication d'équipement ménager;Construction électrique et électronique;Industries des biens d'équipement
U05;T16;31;31.11;Construction de voitures particulières;Construction de véhicules automobiles et d'autres matériels de transport terrestre;Construction de véhicules automobiles et d'autres matériels de transport terrestre;Industries des biens d'équipement
U05;T16;31;31.12;Construction de caravanes et remorques de tourisme;Construction de véhicules automobiles et d'autres matériels de transport terrestre;Construction de véhicules automobiles et d'autres matériels de transport terrestre;Industries des biens d'équipement
U05;T16;31;31.13;Fabrication de pièces et équipements spécifiques pour automobiles;Construction de véhicules automobiles et d'autres matériels de transport terrestre;Construction de véhicules automobiles et d'autres matériels de transport terrestre;Industries des biens d'équipement
U05;T16;31;31.14;Construction de véhicules utilitaires;Construction de véhicules automobiles et d'autres matériels de transport terrestre;Construction de véhicules automobiles et d'autres matériels de transport terrestre;Industries des biens d'équipement
U05;T16;31;31.15;Construction de carrosseries, bennes, remorques autres que de tourisme;Construction de véhicules automobiles et d'autres matériels de transport terrestre;Construction de véhicules automobiles et d'autres matériels de transport terrestre;Industries des biens d'équipement
U05;T16;31;31.16;Fabrication de motocycles et cycles;Construction de véhicules automobiles et d'autres matériels de transport terrestre;Construction de véhicules automobiles et d'autres matériels de transport terrestre;Industries des biens d'équipement
U05;T16;31;31.17;Fabrication de pièces et équipements pour cycles et motocycles;Construction de véhicules automobiles et d'autres matériels de transport terrestre;Construction de véhicules automobiles et d'autres matériels de transport terrestre;Industries des biens d'équipement
U05;T16;31;31.21;Fabrication et réparation de matériel ferroviaire roulant et d'autres matériels de transport guide;Construction de véhicules automobiles et d'autres matériels de transport terrestre;Construction de véhicules automobiles et d'autres matériels de transport terrestre;Industries des biens d'équipement
U05;T17;26;26.01;Fabrication de véhicules blindés;Industrie de l'armement;Construction navale et aéronautique, armement;Industries des biens d'équipement
U05;T17;26;26.02;Fabrication d'armes et munitions de guerre;Industrie de l'armement;Construction navale et aéronautique, armement;Industries des biens d'équipement
U05;T17;32;32.01;Construction de bâtiments de guerre;Construction navale;Construction navale et aéronautique, armement;Industries des biens d'équipement
U05;T17;32;32.02;Construction de navires de marine marchande;Construction navale;Construction navale et aéronautique, armement;Industries des biens d'équipement
U05;T17;32;32.03;Construction d'autres bateaux;Construction navale;Construction navale et aéronautique, armement;Industries des biens d'équipement
U05;T17;32;32.04;Fabrication et pose d'équipements spécifiques de bord;Construction navale;Construction navale et aéronautique, armement;Industries des biens d'équipement
U05;T17;32;32.05;Réparation de navires;Construction navale;Construction navale et aéronautique, armement;Industries des biens d'équipement
U05;T17;33;33.01;Construction de cellules d'aéronefs;Construction aéronautique;Construction navale et aéronautique, armement;Industries des biens d'équipement
U05;T17;33;33.02;Fabrication de propulseurs d'aéronefs et d'équipements de propulseurs;Construction aéronautique;Construction navale et aéronautique, armement;Industries des biens d'équipement
U05;T17;33;33.03;Fabrication d'équipements spécifiques pour les aéronefs;Construction aéronautique;Construction navale et aéronautique, armement;Industries des biens d'équipement
U05;T17;33;33.04;Construction d'engins et de lanceurs spatiaux;Construction aéronautique;Construction navale et aéronautique, armement;Industries des biens d'équipement
U06;T12;18;18.01;Fabrication d'allumettes;Parachimie;Parachimie et industrie pharmaceutique;Industries des biens de consommation courante
U06;T12;18;18.02;Fabrication d'abrasifs appliqués;Parachimie;Parachimie et industrie pharmaceutique;Industries des biens de consommation courante
U06;T12;18;18.03;Fabrication d'explosifs, d'accessoires de mise à feu et d'artifices;Parachimie;Parachimie et industrie pharmaceutique;Industries des biens de consommation courante
U06;T12;18;18.04;Fabrication de colles;Parachimie;Parachimie et industrie pharmaceutique;Industries des biens de consommation courante
U06;T12;18;18.05;Fabrication de produits savonniers et de produits détergents;Parachimie;Parachimie et industrie pharmaceutique;Industries des biens de consommation courante
U06;T12;18;18.06;Fabrication de produits de ménage et de produits d'entretien;Parachimie;Parachimie et industrie pharmaceutique;Industries des biens de consommation courante
U06;T12;18;18.07;Fabrication de peintures, vernis, couleurs fines, encres d'imprimerie;Parachimie;Parachimie et industrie pharmaceutique;Industries des biens de consommation courante
U06;T12;18;18.08;Fabrication de produits phytosanitaires;Parachimie;Parachimie et industrie pharmaceutique;Industries des biens de consommation courante
U06;T12;18;18.09;Fabrication de produits photographiques et cinématographiques;Parachimie;Parachimie et industrie pharmaceutique;Industries des biens de consommation courante
U06;T12;18;18.10;Fabrication de charbons artificiels, de terres actives et de produits chimiques à usage métallurgique et mécanique;Parachimie;Parachimie et industrie pharmaceutique;Industries des biens de consommation courante
U06;T12;18;18.11;Parfumerie;Parachimie;Parachimie et industrie pharmaceutique;Industries des biens de consommation courante
U06;T12;19;19.01;Fabrication de spécialités pharmaceutiques;Industrie pharmaceutique;Parachimie et industrie pharmaceutique;Industries des biens de consommation courante
U06;T12;19;19.02;Fabrication d'autres produits pharmaceutiques;Industrie pharmaceutique;Parachimie et industrie pharmaceutique;Industries des biens de consommation courante
U06;T18;44;44.10;Préparation et commerce de la laine, délainage;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.11;Préparation de lin, chanvre, et d'autres plantes textiles;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.12;Filterie;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.13;Filature de lin et de chanvre;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.14;Filature de l'industrie cotonnière;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.15;Filature de l'industrie lainière - cycle cardé;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.16;Filature de l'industrie lainière - cycle peigné;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.17;Moulinage et texturation de la soie et des textiles artificiels et synthétiques;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.18;Teintures, apprêts et impressions;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.20;Fabrication d'étoffes à mailles;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.21;Fabrication de chandails, pull-over, polos, gilets etc... En bonneterie;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.22;Fabrication d'autres vêtements de dessus de bonneterie;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.23;Fabrication de sous-vêtements de bonneterie;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.24;Fabrication d'articles chaussants de bonneterie;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.25;Fabrication d'autres articles de bonneterie;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.30;Tissage des industries cotonnières et linières;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.31;Tissage de l'industrie lainière;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.32;Tissage de soierie;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.33;Industrie du jute;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.34;Fabrication de tapis;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.35;Fabrication de feutre;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.36;Fabrication d'étoffes non tissées ni tricotées;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.37;Enduction d'étoffes;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.38;Fabrication de produits textiles élastiques;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.39;Ficellerie, corderie, fabrication de filets;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.40;Ouaterie;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.41;Fabrication de dentelles, tulles, broderies et guipures;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;44;44.42;Fabrication de rubans, tresses, passementeries et articles textiles divers;Industrie textile;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;47;47.01;Confection de vêtements masculins;Industrie de l'habillement;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;47;47.02;Confection de vêtements féminins;Industrie de l'habillement;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;47;47.03;Confection de vêtements pour enfants;Industrie de l'habillement;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;47;47.04;Habillement sur mesure;Industrie de l'habillement;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;47;47.05;Confection de chemiserie et lingerie;Industrie de l'habillement;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;47;47.06;Confection de vêtements en matières plastiques;Industrie de l'habillement;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;47;47.07;Confection de corsets, gaines et soutien-gorges;Industrie de l'habillement;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;47;47.08;Confection de chapellerie pour hommes et femmes;Industrie de l'habillement;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;47;47.09;Fabrication d'accessoires divers de l'habillement;Industrie de l'habillement;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T18;47;47.10;Fabrication de pelleterie et fourrures;Industrie de l'habillement;Industries textiles et de l'habillement;Industries des biens de consommation courante
U06;T19;45;45.11;Tannerie, mégisserie;Industrie du cuir;Industries du cuir et de la chaussure;Industries des biens de consommation courante
U06;T19;45;45.21;Fabrication d'articles de maroquinerie, d'articles de voyage et de chasse;Industrie du cuir;Industries du cuir et de la chaussure;Industries des biens de consommation courante
U06;T19;45;45.22;Fabrication de gants;Industrie du cuir;Industries du cuir et de la chaussure;Industries des biens de consommation courante
U06;T19;45;45.23;Fabrication d'articles divers en cuir et similaires;Industrie du cuir;Industries du cuir et de la chaussure;Industries des biens de consommation courante
U06;T19;46;46.01;Fabrication de chaussures et d'autres articles chaussants;Industrie de la chaussure;Industries du cuir et de la chaussure;Industries des biens de consommation courante
U06;T20;48;48.01;Scierie;Travail mécanique du bois;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;48;48.02;Fabrication d'éléments de charpente et de menuiseries de bâtiment;Travail mécanique du bois;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;48;48.03;Fabrication de parquets, moulures et baguettes;Travail mécanique du bois;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;48;48.04;Fabrication et transformation de panneaux, bois de placage, bois améliorés et traités;Travail mécanique du bois;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;48;48.05;Fabrication d'emballages en bois;Travail mécanique du bois;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;48;48.06;Fabrication de bâtiments préfabriqués légers;Travail mécanique du bois;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;48;48.07;Fabrication d'objets divers en bois;Travail mécanique du bois;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;49;49.01;Fabrication de meubles meublants;Industrie de l'ameublement;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;49;49.02;Fabrication de sièges;Industrie de l'ameublement;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;49;49.03;Fabrication de meubles de cuisine et meubles en bois blanc;Industrie de l'ameublement;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;49;49.04;Fabrication de literie;Industrie de l'ameublement;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;49;49.05;Fabrication de meubles divers et industries connexes à l'industrie de l'ameublement;Industrie de l'ameublement;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;49;49.06;Fabrication de mobilier fonctionnel non métallique;Industrie de l'ameublement;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;54;54.01;Fabrication de jeux, jouets et d'articles de puériculture;Industries diverses;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;54;54.02;Fabrication d'articles de sport et de campement;Industries diverses;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;54;54.03;Fabrication de bateaux de plaisance;Industries diverses;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;54;54.04;Bijouterie, joaillerie;Industries diverses;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;54;54.05;Fabrication d'instruments de musique;Industries diverses;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;54;54.06;Fabrication d'articles de bureau et d'articles de paris;Industries diverses;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;54;54.07;Fabrication d'accessoires d'ameublement en bronze et fer forgé, statuettes et articles funéraires;Industries diverses;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;54;54.08;Fabrication d'articles de brosserie, d'articles de vannerie et d'articles en liège;Industries diverses;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;54;54.09;Laboratoires photographiques et cinématographiques;Industries diverses;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T20;54;54.10;Fabrication d'articles divers non désignés ailleurs;Industries diverses;"Industries du bois et de l'ameublement ; industries diverses";Industries des biens de consommation courante
U06;T22;51;51.01;Agences de presse;Imprimerie, presse, édition;Imprimerie, presse, édition;Industries des biens de consommation courante
U06;T22;51;51.10;Imprimerie de labeur;Imprimerie, presse, édition;Imprimerie, presse, édition;Industries des biens de consommation courante
U06;T22;51;51.11;Industries connexes à l'imprimerie;Imprimerie, presse, édition;Imprimerie, presse, édition;Industries des biens de consommation courante
U06;T22;51;51.12;Edition;Imprimerie, presse, édition;Imprimerie, presse, édition;Industries des biens de consommation courante
U06;T22;51;51.20;Presse;Imprimerie, presse, édition;Imprimerie, presse, édition;Industries des biens de consommation courante
U06;T22;51;51.30;Edition de disques, bandes et cassettes enregistrées;Imprimerie, presse, édition;Imprimerie, presse, édition;Industries des biens de consommation courante
U07;T24;55;55.10;"Travaux d'aménagement des terres et des eaux ; voirie ; parcs et jardins";Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industries de mise en oeuvre du bâtiment et du génie civil et agricole
U07;T24;55;55.11;Construction de lignes de transport d'électricité;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industries de mise en oeuvre du bâtiment et du génie civil et agricole
U07;T24;55;55.12;Travaux d'infrastructure générale;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industries de mise en oeuvre du bâtiment et du génie civil et agricole
U07;T24;55;55.13;Construction de chaussées;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industries de mise en oeuvre du bâtiment et du génie civil et agricole
U07;T24;55;55.20;"Entreprises de forages, sondages ; fondations spéciales";Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industries de mise en oeuvre du bâtiment et du génie civil et agricole
U07;T24;55;55.30;Construction d'ossatures autres que métalliques;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industries de mise en oeuvre du bâtiment et du génie civil et agricole
U07;T24;55;55.31;Installation industrielle, montage levage;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industries de mise en oeuvre du bâtiment et du génie civil et agricole
U07;T24;55;55.40;Installation électrique;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industries de mise en oeuvre du bâtiment et du génie civil et agricole
U07;T24;55;55.50;Construction industrialisée;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industries de mise en oeuvre du bâtiment et du génie civil et agricole
U07;T24;55;55.60;Maçonnerie et travaux courants de béton armé;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industries de mise en oeuvre du bâtiment et du génie civil et agricole
U07;T24;55;55.70;Génie climatique;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industries de mise en oeuvre du bâtiment et du génie civil et agricole
U07;T24;55;55.71;Menuiserie-serrurerie;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industries de mise en oeuvre du bâtiment et du génie civil et agricole
U07;T24;55;55.72;Couverture, plomberie, installations sanitaires;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industries de mise en oeuvre du bâtiment et du génie civil et agricole
U07;T24;55;55.73;Aménagements, finitions;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industrie de mise en oeuvre du bâtiment et du génie civil et agricole;Industries de mise en oeuvre du bâtiment et du génie civil et agricole
U08;T25;57;57.01;Commerce de gros de matières premières agricoles;Commerce de gros alimentaire;Commerce de gros alimentaire;Commerce
U08;T25;57;57.02;Commerce de gros de bestiaux;Commerce de gros alimentaire;Commerce de gros alimentaire;Commerce
U08;T25;57;57.03;Commerce de gros de fruits et légumes;Commerce de gros alimentaire;Commerce de gros alimentaire;Commerce
U08;T25;57;57.04;Commerce de gros de viandes sans abattage;Commerce de gros alimentaire;Commerce de gros alimentaire;Commerce
U08;T25;57;57.05;Commerce de gros de produits laitiers;Commerce de gros alimentaire;Commerce de gros alimentaire;Commerce
U08;T25;57;57.06;Commerce de gros de volailles et gibiers;Commerce de gros alimentaire;Commerce de gros alimentaire;Commerce
U08;T25;57;57.07;Commerce de gros de poissons;Commerce de gros alimentaire;Commerce de gros alimentaire;Commerce
U08;T25;57;57.08;Commerce de gros de vins, spiritueux, liqueurs;Commerce de gros alimentaire;Commerce de gros alimentaire;Commerce
U08;T25;57;57.09;Commerce de gros d'autres boissons;Commerce de gros alimentaire;Commerce de gros alimentaire;Commerce
U08;T25;57;57.10;Commerce de gros d'épicerie;Commerce de gros alimentaire;Commerce de gros alimentaire;Commerce
U08;T25;57;57.11;Commerces de gros spécialisés de produits alimentaires divers;Commerce de gros alimentaire;Commerce de gros alimentaire;Commerce
U08;T26;58;58.01;Commerce de gros d'accessoires d'automobiles et de matériel de garage;Commerce de gros non alimentaire;Commerce de gros non alimentaire;Commerce
U08;T26;58;58.02;Commerce de gros de pneumatiques, cycles et motocycles;Commerce de gros non alimentaire;Commerce de gros non alimentaire;Commerce
U08;T26;58;58.03;Commerce de gros de quincaillerie et d'appareils ménagers;Commerce de gros non alimentaire;Commerce de gros non alimentaire;Commerce
U08;T26;58;58.04;Commerce de gros de matériel électrique et électronique;Commerce de gros non alimentaire;Commerce de gros non alimentaire;Commerce
U08;T26;58;58.05;Commerce de gros des textiles;Commerce de gros non alimentaire;Commerce de gros non alimentaire;Commerce
U08;T26;58;58.06;Commerce de gros de l'habillement, des chaussures et de la maroquinerie;Commerce de gros non alimentaire;Commerce de gros non alimentaire;Commerce
U08;T26;58;58.07;Commerce de gros de produits pharmaceutiques;Commerce de gros non alimentaire;Commerce de gros non alimentaire;Commerce
U08;T26;58;58.08;Commerce de gros de parfumerie, produits de beauté;Commerce de gros non alimentaire;Commerce de gros non alimentaire;Commerce
U08;T26;58;58.09;Commerce de gros de droguerie, de produits d'entretien;Commerce de gros non alimentaire;Commerce de gros non alimentaire;Commerce
U08;T26;58;58.10;Commerce de gros de céramique et verrerie;Commerce de gros non alimentaire;Commerce de gros non alimentaire;Commerce
U08;T26;58;58.11;Commerce de gros de jouets, papeterie et articles de fumeurs;Commerce de gros non alimentaire;Commerce de gros non alimentaire;Commerce
U08;T26;58;58.12;Commerces de gros divers;Commerce de gros non alimentaire;Commerce de gros non alimentaire;Commerce
U08;T26;59;59.01;Commerce des textiles bruts;Commerce de gros inter-industriel;Commerce de gros non alimentaire;Commerce
U08;T26;59;59.02;Commerce de gros de cuirs et peaux;Commerce de gros inter-industriel;Commerce de gros non alimentaire;Commerce
U08;T26;59;59.03;Commerce de gros de charbon, minerais et minéraux;Commerce de gros inter-industriel;Commerce de gros non alimentaire;Commerce
U08;T26;59;59.04;Commerce de gros de produits pétroliers;Commerce de gros inter-industriel;Commerce de gros non alimentaire;Commerce
U08;T26;59;59.05;Commerce de métaux;Commerce de gros inter-industriel;Commerce de gros non alimentaire;Commerce
U08;T26;59;59.06;Commerce de produits chimiques industriels;Commerce de gros inter-industriel;Commerce de gros non alimentaire;Commerce
U08;T26;59;59.07;Commerce du bois;Commerce de gros inter-industriel;Commerce de gros non alimentaire;Commerce
U08;T26;59;59.08;Commerce de matériaux de construction, de verre à vitres et d'appareils sanitaires;Commerce de gros inter-industriel;Commerce de gros non alimentaire;Commerce
U08;T26;59;59.09;Commerce de matériel agricole;Commerce de gros inter-industriel;Commerce de gros non alimentaire;Commerce
U08;T26;59;59.10;Commerce d'équipements et de fournitures pour l'industrie;Commerce de gros inter-industriel;Commerce de gros non alimentaire;Commerce
U08;T26;59;59.11;Commerce de matériel et mobilier de bureau;Commerce de gros inter-industriel;Commerce de gros non alimentaire;Commerce
U08;T26;59;59.12;Commerce de matériel pour le bâtiment et les travaux publics;Commerce de gros inter-industriel;Commerce de gros non alimentaire;Commerce
U08;T26;59;59.13;Commerce de fournitures diverses pour les utilisateurs professionnels du commerce et des services;Commerce de gros inter-industriel;Commerce de gros non alimentaire;Commerce
U08;T26;59;59.14;Commerce de papiers et cartons en l'état;Commerce de gros inter-industriel;Commerce de gros non alimentaire;Commerce
U08;T26;60;60.01;Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et demi produits;Intermédiaires du commerce;Commerce de gros non alimentaire;Commerce
U08;T26;60;60.02;Intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques pour l'industrie;Intermédiaires du commerce;Commerce de gros non alimentaire;Commerce
